variable,dtype,n_obs,n_missing,pct_missing,n_unique,sample_values,min,max
lugar_ahorra_cual,object,21019,21012,0.9997,7,FAMILIAR | EN COMPRA Y MANTENIMIENTO DE ANIMALES | PRESTA Y RECIBE INTERESES | COOPERATIVA | SE LOS AHORRAN EN EL TRABAJO,,
razon_nsfinan,object,21019,20379,0.9696,7,El dinero no est� disponible inmediatamente | No hay un banco o entidad cerca | Otro | La rentabilidad no es buena | Es muy costoso,,
razon_nsfinan_cual,object,21019,20998,0.999,18,TAMBIEN AHORRA EN COOPERATIVA DE TRABAJADORES | NO LEGUSTA | PREFIERE AHORRAR  CON EL FONDO DE AHORROS | PREFIERE INVERTIR LOS AHORROS EN ACTIVOS | NO SABE,,
ahorro_futuro,object,21019,20250,0.9634,2,S� | No,,
ahorro_educ,object,21019,20250,0.9634,2,No | S�,,
ahorro_casa,object,21019,20250,0.9634,2,No | S�,,
ahorro_carro,object,21019,20250,0.9634,2,No | S�,,
ahorro_otros_act,object,21019,20250,0.9634,2,No | S�,,
ahorro_event,object,21019,20250,0.9634,2,No | S�,,
ahorro_recre,object,21019,20250,0.9634,2,No | S�,,
ahorro_montar,object,21019,20250,0.9634,2,No | S�,,
ahorro_otro,object,21019,20250,0.9634,2,No | S�,,
cr_activ1_ma,object,21019,12862,0.6119,13,"Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Trabajos no agropecuarios en fincas, negocios o empresas de otro hogar | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento",,
hor_aactv1_ma,float64,21019,12863,0.612,11,2.0 | 0.0 | 1.0 | 3.0 | 6.0,0.0,10.0
min_activ1_ma,float64,21019,12863,0.612,27,0.0 | 15.0 | 30.0 | 25.0 | 20.0,0.0,50.0
cr_activ2_ma,object,21019,12862,0.6119,16,"Trabajos agropecuarios en fincas, negocios o empresas de otro hogar | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Ida y regreso al trabajo | Trabajos no agropecuarios en fincas, negocios o empresas de otro hogar | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda",,
hor_aactv2_ma,float64,21019,12931,0.6152,11,6.0 | 0.0 | 2.0 | 4.0 | 5.0,0.0,10.0
min_activ2_ma,float64,21019,12931,0.6152,24,0.0 | 30.0 | 15.0 | 20.0 | 25.0,0.0,55.0
cr_activ3_ma,object,21019,12930,0.6152,16,"Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Trabajos agropecuarios en fincas, negocios o empresas de otro hogar | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | 0 | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento",,
hor_aactv3_ma,float64,21019,14188,0.675,11,1.0 | 0.0 | 6.0 | 3.0 | 4.0,0.0,10.0
min_activ3_ma,float64,21019,14188,0.675,20,0.0 | 15.0 | 30.0 | 20.0 | 10.0,0.0,50.0
cr_activ4_ma,object,21019,14188,0.675,15,"0 | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Trabajos agropecuarios en fincas, negocios o empresas de otro hogar",,
hor_aactv4_ma,float64,21019,16871,0.8027,9,4.0 | 3.0 | 0.0 | 2.0 | 1.0,0.0,8.0
min_activ4_ma,float64,21019,16871,0.8027,17,0.0 | 30.0 | 10.0 | 20.0 | 15.0,0.0,55.0
cr_activ5_ma,object,21019,16871,0.8027,16,"0 | Ida y regreso al trabajo | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Tr�mites para solicitar cr�ditos o pr�stamos; solicitar subsidios; participar en grupos de producci�n o cooperativas | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento",,
hor_aactv5_ma,float64,21019,19463,0.926,7,0.0 | 3.0 | 1.0 | 2.0 | 4.0,0.0,6.0
min_activ5_ma,float64,21019,19463,0.926,12,10.0 | 0.0 | 30.0 | 15.0 | 20.0,0.0,55.0
cr_activ6_ma,object,21019,19463,0.926,14,"0 | Trabajos no agropecuarios en fincas, negocios o empresas de otro hogar | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Cuidado de ni�os; cuidado de ancianos, personas enfermas o discapacitadas (del hogar)",,
hor_aactv6_ma,float64,21019,20628,0.9814,7,1.0 | 3.0 | 0.0 | 2.0 | 5.0,0.0,6.0
min_activ6_ma,float64,21019,20628,0.9814,9,0.0 | 30.0 | 25.0 | 10.0 | 20.0,0.0,50.0
cr_activ1_ta,object,21019,12862,0.6119,15,"Trabajos agropecuarios en fincas, negocios o empresas de otro hogar | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Ida y regreso al trabajo",,
hor_aactv1_ta,float64,21019,12863,0.612,10,3.0 | 0.0 | 1.0 | 4.0 | 2.0,0.0,10.0
min_activ1_ta,float64,21019,12863,0.612,22,0.0 | 30.0 | 15.0 | 10.0 | 20.0,0.0,50.0
cr_activ2_ta,object,21019,12862,0.6119,16,"Ida y regreso al trabajo | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento",,
hor_aactv2_ta,float64,21019,12996,0.6183,10,0.0 | 1.0 | 4.0 | 3.0 | 2.0,0.0,9.0
min_activ2_ta,float64,21019,12996,0.6183,20,20.0 | 0.0 | 30.0 | 15.0 | 45.0,0.0,50.0
cr_activ3_ta,object,21019,12995,0.6183,16,"Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Actividades de servicio social o a la comunidad | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Trabajos no agropecuarios en fincas, negocios o empresas de otro hogar",,
hor_aactv3_ta,float64,21019,14405,0.6853,10,0.0 | 3.0 | 1.0 | 2.0 | 4.0,0.0,9.0
min_activ3_ta,float64,21019,14405,0.6853,20,30.0 | 0.0 | 40.0 | 15.0 | 10.0,0.0,50.0
cr_activ4_ta,object,21019,14404,0.6853,16,"0 | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Ida y regreso al trabajo",,
hor_aactv4_ta,float64,21019,17532,0.8341,8,1.0 | 2.0 | 0.0 | 3.0 | 4.0,0.0,8.0
min_activ4_ta,float64,21019,17532,0.8341,19,1.0 | 0.0 | 30.0 | 20.0 | 10.0,0.0,50.0
cr_activ5_ta,object,21019,17531,0.8341,13,"0 | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Trabajos no agropecuarios en fincas, negocios o empresas del hogar | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda",,
hor_aactv5_ta,float64,21019,19738,0.9391,7,0.0 | 1.0 | 4.0 | 3.0 | 2.0,0.0,9.0
min_activ5_ta,float64,21019,19738,0.9391,12,15.0 | 30.0 | 0.0 | 10.0 | 20.0,0.0,55.0
cr_activ6_ta,object,21019,19738,0.9391,13,"0 | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Trabajos no agropecuarios en fincas, negocios o empresas de otro hogar | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud",,
hor_aactv6_ta,float64,21019,20638,0.9819,6,1.0 | 2.0 | 0.0 | 3.0 | 4.0,0.0,5.0
min_activ6_ta,float64,21019,20638,0.9819,10,0.0 | 30.0 | 20.0 | 10.0 | 15.0,0.0,50.0
cr_activ1_no,object,21019,12862,0.6119,14,"Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | No hacer nada | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Trabajos agropecuarios en fincas, negocios o empresas de otro hogar",,
hor_aactv1_no,float64,21019,12863,0.612,10,1.0 | 0.0 | 3.0 | 2.0 | 4.0,0.0,9.0
min_activ1_no,float64,21019,12863,0.612,20,0.0 | 30.0 | 20.0 | 11.0 | 10.0,0.0,50.0
cr_activ2_no,object,21019,12862,0.6119,15,"Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidado de ni�os; cuidado de ancianos, personas enfermas o discapacitadas (del hogar) | 0 | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda",,
hor_aactv2_no,float64,21019,13937,0.6631,10,1.0 | 2.0 | 0.0 | 3.0 | 4.0,0.0,9.0
min_activ2_no,float64,21019,13937,0.6631,18,0.0 | 30.0 | 15.0 | 10.0 | 20.0,0.0,50.0
cr_activ3_no,object,21019,17727,0.8434,14,"No hacer nada | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Cuidado de ni�os; cuidado de ancianos, personas enfermas o discapacitadas (del hogar)",,
hor_aactv3_no,float64,21019,17793,0.8465,11,0.0 | 2.0 | 4.0 | 1.0 | 3.0,0.0,10.0
min_activ3_no,float64,21019,17793,0.8465,16,30.0 | 0.0 | 10.0 | 15.0 | 11.0,0.0,50.0
cr_activ4_no,object,21019,17793,0.8465,12,"0 | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidado del hogar como lavar, planchar,arreglar y ordenar ropa y calzado; hacer limpieza de la vivienda; cocinar; realizar compras, pagar servicios y facturas; cuidado del jard�n y animales dom�sticos; recoger agua; recoger le�a; reparar y hacer mantenimiento a veh�culos y motocicletas del hogar; reparaciones el�ctricas o locativas de la vivienda | Trabajos agropecuarios en fincas, negocios o empresas del hogar | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud",,
hor_aactv4_no,float64,21019,20324,0.9669,10,3.0 | 1.0 | 0.0 | 2.0 | 4.0,0.0,9.0
min_activ4_no,float64,21019,20324,0.9669,9,0.0 | 30.0 | 15.0 | 10.0 | 20.0,0.0,50.0
cr_activ5_no,object,21019,20324,0.9669,9,"0 | Trabajos agropecuarios en fincas, negocios o empresas de otro hogar | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | Cuidado de ni�os; cuidado de ancianos, personas enfermas o discapacitadas (del hogar) | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud",,
hor_aactv5_no,float64,21019,20928,0.9957,10,1.0 | 2.0 | 3.0 | 0.0 | 6.0,0.0,9.0
min_activ5_no,float64,21019,20928,0.9957,7,0.0 | 30.0 | 15.0 | 10.0 | 20.0,0.0,45.0
cr_activ6_no,object,21019,20928,0.9957,4,"0 | Ocio y recreaci�n como ver televisi�n de manera exclusiva; escuchar radio de manera exclusiva; hacer ejercicio, deporte o jugar; compartir con familiares o amigos; asistir a espect�culos culturales, teatro, cine, etc.; orar, meditar, participar en cultos religiosos; hacer otras cosas que le gusta; conexi�n a internet para diversi�n o esparcimiento | No hacer nada | Cuidados personales como comer; dormir;ba�arse y vestirse;tratamientos de salud",,
hor_aactv6_no,float64,21019,21007,0.9994,7,1.0 | 0.0 | 5.0 | 8.0 | 6.0,0.0,8.0
min_activ6_no,float64,21019,21007,0.9994,2,0.0 | 30.0,0.0,30.0
estado_civil,object,21019,12859,0.6118,5,En uni�n libre | Casado(a) | Soltero(a) | Separado(a) o divorciado(a) | Viudo(a),,
vive_conyuge,object,21019,13788,0.656,2,Si | No,,
orden_conyuge,float64,21019,13875,0.6601,5,2.0 | 1.0 | 5.0 | 3.0 | 10.0,1.0,10.0
edad_unionm,float64,21019,13789,0.656,58,36.0 | 32.0 | 22.0 | 15.0 | 35.0,0.0,71.0
mes_unionm,float64,21019,19531,0.9292,12,11.0 | 6.0 | 9.0 | 12.0 | 8.0,1.0,12.0
ano_unionm,float64,21019,19531,0.9292,55,1984.0 | 1976.0 | 1999.0 | 2001.0 | 1996.0,1947.0,2010.0
hijos_hombres_unionm,float64,21019,13789,0.656,11,1.0 | 0.0 | 2.0 | 3.0 | 4.0,0.0,11.0
hijos_mujeres_unionm,float64,21019,13789,0.656,11,1.0 | 0.0 | 3.0 | 6.0 | 2.0,0.0,10.0
edad_hijo_mayor,float64,21019,14579,0.6936,56,15.0 | 5.0 | 27.0 | 9.0 | 10.0,0.0,60.0
edad_hijo_mayorm,float64,21019,20424,0.9717,12,4.0 | 5.0 | 9.0 | 8.0 | 10.0,1.0,12.0
edad_hijo_mayora,float64,21019,20424,0.9717,48,2009.0 | 1999.0 | 2004.0 | 1997.0 | 1978.0,1948.0,2010.0
otras_unionesm,object,21019,13316,0.6335,2,Si | No,,
cuantas_unionesm,float64,21019,19462,0.9259,8,2.0 | 5.0 | 4.0 | 3.0 | 9.0,1.0,9.0
org_jac,object,21019,12863,0.612,2,No | S�,,
org_caridad,object,21019,12863,0.612,2,No | S�,,
org_comunitaria,object,21019,12863,0.612,2,No | S�,,
org_religiosa,object,21019,12863,0.612,2,No | S�,,
junta_edif,object,21019,12863,0.612,1,No,,
org_iestado,object,21019,12863,0.612,2,No | S�,,
org_etnica,object,21019,12863,0.612,2,No | S�,,
org_culdep,object,21019,12863,0.612,2,No | S�,,
org_educ,object,21019,12863,0.612,2,No | S�,,
org_mamb,object,21019,12863,0.612,2,No | S�,,
asoc_vigil,object,21019,12863,0.612,2,No | S�,,
sindicato,object,21019,12863,0.612,2,No | S�,,
mov_parpol,object,21019,12863,0.612,2,No | S�,,
org_otra,object,21019,12863,0.612,2,No | S�,,
org_otra_cual,object,21019,20921,0.9953,84,COOPERATIVA DE PROFESORES | ASOCIACION DE MADRES EN ACCION | GRUPO DE SALUD | COOPERATIVA DE MOTORISTAS DE CONTRASCOR | SUBCOMITE MUNICIPAL DE CAFETEROS,,
org_ninguna,object,21019,12863,0.612,2,No participa | S�,,
cr_asisteorg1,object,21019,18859,0.8972,2,Si | No,,
cr_asisteorg2,object,21019,20733,0.9864,2,Si | No,,
cr_asisteorg3,object,21019,20979,0.9981,2,Si | No,,
cr_asisteorg4,object,21019,21008,0.9995,1,Si,,
cr_asisteorg5,object,21019,21011,0.9996,1,Si,,
nhoras_org1,float64,21019,19022,0.905,33,3.0 | 1.0 | 2.0 | 12.0 | 7.0,0.0,70.0
nhoras_org2,float64,21019,20758,0.9876,21,1.0 | 0.0 | 2.0 | 3.0 | 24.0,0.0,56.0
nhoras_org3,float64,21019,20984,0.9983,9,2.0 | 30.0 | 4.0 | 1.0 | 5.0,0.0,30.0
nhoras_org4,float64,21019,21008,0.9995,8,30.0 | 2.0 | 15.0 | 8.0 | 3.0,0.0,30.0
nhoras_org5,float64,21019,21011,0.9996,4,10.0 | 1.0 | 0.0 | 2.0,0.0,10.0
ptd_org1,object,21019,19022,0.905,2,Si | No,,
ptd_org2,object,21019,20758,0.9876,2,Si | No,,
ptd_org3,object,21019,20984,0.9983,2,Si | No,,
ptd_org4,object,21019,21008,0.9995,1,Si,,
ptd_org5,object,21019,21011,0.9996,1,Si,,
crlider_org1,object,21019,19022,0.905,2,No | Si,,
crlider_org2,object,21019,20758,0.9876,2,Si | No,,
crlider_org3,object,21019,20984,0.9983,2,Si | No,,
crlider_org4,object,21019,21008,0.9995,2,Si | No,,
crlider_org5,object,21019,21011,0.9996,2,Si | No,,
fpers,float64,21019,0,0.0,96,3.530487804878049 | 7.2375 | 2.88125 | 5.762499999999999 | 5.7625,2.7375,69.55
fexpers,float64,21019,0,0.0,93,0.417805596943808 | 0.8565014737348065 | 0.3409733846215421 | 0.6819467692430842 | 0.6819467692430843,0.3239616973193828,8.230698099931715
